place_id,link_restaurant,place_name,place_name_concatenated,name,rating,formatted_address,geometry_location_lat,geometry_location_lng,lokasi_kota,tipe_makanan,level_price,rating_five,rating_ten,cost_range_min,cost_range_max
ChIJD3YPi8vnaC4RbPHKosDO1KE,https://pergikuliner.com/restaurants/bandung/roempi-coffee-riau,Roempi Coffee Riau,Roempi Coffee Riau  Bandung,ROEMPI Coffee Indonesia HO,4.4,"Jl. Anggrek No.27, Merdeka, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40113, Indonesia",-6.9129273,107.6279705,Bandung,Kafe,2,3.99,7.98,50000,100000
ChIJD4Lrl0LoaC4RrOC0We7gs9o,https://pergikuliner.com/restaurants/bandung/mie-ayam-imami-marta-negara,Mie Ayam Imami Marta Negara,Mie Ayam Imami Marta Negara  Bandung,Mie Ayam Imami,4.6,"Jl. Turangga No.31, Lkr. Sel., Kec. Lengkong, Kota Bandung, Jawa Barat 40263, Indonesia",-6.9319049,107.6349759,Bandung,Indonesia,1,4.13,8.26,20000,50000
ChIJD6qL6K9Xei4RkdxrA9JHm4o,https://www.tripadvisor.com/Restaurant_Review-g14782503-d19322560-Reviews-Mie_Lethek_Mbah_Mendes_Mangkubumi-Yogyakarta_Yogyakarta_Region_Java.html,Mie Lethek Mbah Mendes Mangkubumi,Mie Lethek Mbah Mendes Mangkubumi  Yogyakarta,Mie Lethek Mbah Mendes Gamping,4.2,"Jl. Wates Jl. Delingsari No.Km. 5, Patukan, Ambarketawang, Kec. Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55294, Indonesia",-7.8011219,110.3218159,Yogyakarta,Healthy,2,4.0,8.0,50000,100000
ChIJD6thYAfnaC4RAIBqbtqCpiQ,https://pergikuliner.com/restaurants/bandung/mixue-sarijadi,Mixue Sarijadi,Mixue Sarijadi  Bandung,Mixue Sarimanah,4.7,"Jl. Sarimanah No.43, Sarijadi, Kec. Sukasari, Kota Bandung, Jawa Barat 40151, Indonesia",-6.8789585,107.5769496,Bandung," Es Krim,Minuman",1,4.28,8.56,20000,50000
ChIJD6up6TfmaC4RMw5xYFnRvpM,https://pergikuliner.com/restaurants/bandung/mcdonald-s-ice-cream-merdeka,McDonald's Ice Cream Merdeka,McDonald's Ice Cream Merdeka  Bandung,McDonald's,4.5,"Jl. Merdeka No.56, Citarum, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40117, Indonesia",-6.907895,107.6108699,Bandung,Es Krim,1,4.13,8.26,20000,50000
ChIJd7aCH77xaS4RBsPC6ANfq6k,https://pergikuliner.com/restaurants/jakarta/magia-coffee-fatmawati,Magia Coffee Fatmawati,Magia Coffee Fatmawati  Jakarta,Magia Coffee,4.6,"Samping Lift Stasiun MRT Haji Nawi, Jl. RS. Fatmawati Raya No.6A, RT.4/RW.5, Cipete Sel., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12410, Indonesia",-6.2662917,106.7976141,Jakarta,Kafe,2,4.15,8.3,50000,100000
ChIJD7VSRSdZei4Rro6oMNctr3E,https://www.tripadvisor.com/Restaurant_Review-g14782503-d17642837-Reviews-Ikan_Bakar_Khas_Bali_Legian-Yogyakarta_Yogyakarta_Region_Java.html,Ikan Bakar Khas Bali Legian,Ikan Bakar Khas Bali Legian  Yogyakarta,Ikan Bakar Legian khas Bali,4.7,"Jl. Magelang No.100, Kricak, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55242, Indonesia",-7.7764394,110.3611807,Yogyakarta,"Seafood, Barbecue",1,4.0,8.0,20000,50000
ChIJD8bxNlbmaC4R46kGaBr5TDg,https://pergikuliner.com/restaurants/bandung/caffe-bene-dago-bawah,Caffe Bene Dago Bawah,Caffe Bene Dago Bawah  Bandung,Caffe Bene Dago,4.5,"Jl. Ir. H. Juanda No.155, Lb. Siliwangi, Kecamatan Coblong, Kota Bandung, Jawa Barat 40132, Indonesia",-6.888022,107.6129761,Bandung,Kafe,2,3.94,7.88,50000,100000
ChIJd8fry9r71y0RrRaLXwi1hhg,https://pergikuliner.com/restaurants/surabaya/dapur-cokelat-gubeng,Dapur Cokelat Gubeng,Dapur Cokelat Gubeng  Surabaya,Dapur Cokelat - Biliton,4.6,"Ruko Sentra Bisnis Biliton, Jl. Biliton No.40D, Gubeng, Kec. Gubeng, Surabaya, Jawa Timur 60281, Indonesia",-7.2762263,112.7491073,Surabaya,Toko Kue,2,4.23,8.46,50000,100000
ChIJd8huLB1Xei4RkoMN5zAVTKc,https://www.tripadvisor.com/Restaurant_Review-g14782503-d814828-Reviews-Mie_ayam_Bu_Tumini-Yogyakarta_Yogyakarta_Region_Java.html,Mie ayam Bu Tumini,Mie ayam Bu Tumini  Yogyakarta,Mie Ayam Bu Tumini Sari Rasa Jati Ayu,4.5,"Jl. Imogiri Tim. No.187, Giwangan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55163, Indonesia",-7.8338177,110.3906566,Yogyakarta,"Asian, Indonesian",1,4.0,8.0,20000,50000
ChIJd8QKKfL61y0RPbcCbw97w24,https://pergikuliner.com/restaurants/surabaya/eiger-coffee-rungkut,Eiger Coffee Rungkut,Eiger Coffee Rungkut  Surabaya,EIGER Adventure Flagship Store Surabaya,4.7,"Jl. Dr. Ir. H. Soekarno No.297 - 299, Kedung Baruk, Kec. Rungkut, Surabaya, Jawa Timur 60298, Indonesia",-7.313174,112.781025,Surabaya,Kafe,1,4.28,8.56,20000,50000
ChIJD9YbFSH0aS4REV1k-eLVcBw,https://pergikuliner.com/restaurants/jakarta/seribu-rasa-thamrin,Seribu Rasa Thamrin,Seribu Rasa Thamrin  Jakarta,Seribu Rasa,4.6,"Plaza Indonesia, L4 - 006 & 007F, Jl. M.H. Thamrin No.28-30, Gondangdia, Kec. Menteng, Daerah Khusus Ibukota Jakarta 10350, Indonesia",-6.1936572,106.8222577,Jakarta,Indonesia,3,4.15,8.3,100000,200000
ChIJdabn8t771y0RVPGCN52MSbU,https://pergikuliner.com/restaurants/surabaya/mikopi-gubeng,MIKOPI Gubeng,MIKOPI Gubeng  Surabaya,dua78.coffee,4.7,"Jl. Dharmahusada No.108, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",-7.2666691,112.76785,Surabaya,Kafe,1,4.16,8.32,20000,50000
ChIJdb9tUQH71y0RvFcBuQndmvw,https://pergikuliner.com/restaurants/surabaya/dapur-cokelat-wonocolo,Dapur Cokelat Wonocolo,Dapur Cokelat Wonocolo  Surabaya,Dapur Cokelat Jemursari,4.6,"Jl. Raya Jemursari No.317, Sidosermo, Kec. Wonocolo, Surabaya, Jawa Timur 60290, Indonesia",-7.3110084,112.7574388,Surabaya,Toko Kue,2,4.53,9.06,50000,100000
ChIJdbThKluJcC4R--LEcGbc694,https://www.tripadvisor.com/Restaurant_Review-g297712-d13152102-Reviews-Imperial_Kitchen_Dimsum-Semarang_Central_Java_Java.html,Imperial Kitchen & Dimsum,Imperial Kitchen & Dimsum Semarang,Imperial Kitchen Dan Dimsum,4.3,"Transmart Setiabudi Semarang Lantai GF Unit 18-19, Jalan Pol Anton Sujarwo No.119, Srandol Wetan, Banyumanik, Srondol Kulon, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50263, Indonesia",-7.0674908,110.411437,Semarang,Barat,2,4.0,8.0,50000,100000
ChIJDbx9N9r71y0RtOeIm3VdC5Y,https://pergikuliner.com/restaurants/surabaya/seventeen-skyview-resto-dan-lounge-harris-hotel-dan-conventions-gubeng,Seventeen Skyview Resto & Lounge - Harris Hotel & Conventions Gubeng,Seventeen Skyview Resto & Lounge - Harris Hotel & Conventions Gubeng  Surabaya,Harris Hotel & Conventions Gubeng,4.5,"Jl. Bangka No.08-18, Gubeng, Kec. Gubeng, Surabaya, Jawa Timur 60281, Indonesia",-7.2726575,112.7494322,Surabaya,Barat,3,4.8,9.6,100000,200000
ChIJdcuIuEbnaC4REQXhJpax1DU,https://pergikuliner.com/restaurants/bandung/colibri-cafe-dan-bakery-pasir-koja,Colibri Cafe & Bakery Pasir Koja,Colibri Cafe & Bakery Pasir Koja  Bandung,Colibri Cafe & Bakery,4.4,"Jl. Terusan Pasirkoja No.246, Babakan, Kec. Babakan Ciparay, Kota Bandung, Jawa Barat 40221, Indonesia",-6.9280526,107.5812339,Bandung,Kafe,2,4.11,8.22,50000,100000
ChIJddGqD7H71y0R_ywSv1-emFA,https://pergikuliner.com/restaurants/surabaya/es-puter-pak-min-manyar,Es Puter Pak Min Manyar,Es Puter Pak Min Manyar  Surabaya,Es Puter Aneka Rasa Pak Min,4.8,"Komp. Pertokoan Manyar Kertoarjo, Pucang Sewu, Jl. Manyar Kertoarjo V, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",-7.2781639,112.7658462,Surabaya,Es Krim,1,4.34,8.68,20000,50000
ChIJddvLnkrmaC4RSSzMyOrm8zM,https://pergikuliner.com/restaurants/bandung/shukaku-riau,Shukaku Riau,Shukaku Riau  Bandung,"Shukaku BBQ, Shabu & Agemono",4.6,"Jl. Lombok No.45, Citarum, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40115, Indonesia",-6.9069393,107.6197905,Bandung,Jepang,3,4.0,8.0,100000,200000
ChIJDe6x_c371y0Rg90sm9sxmtU,https://pergikuliner.com/restaurants/surabaya/soto-ayam-dan-ayam-kremes-suroboyo-rek-gubeng,Soto Ayam & Ayam Kremes Suroboyo Rek Gubeng,Soto Ayam & Ayam Kremes Suroboyo Rek Gubeng  Surabaya,Ayam kremes suroboyo,4.7,"Jl. Gubeng Kertajaya VII C No.56, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60280, Indonesia",-7.276653,112.757084,Surabaya,Indonesia,1,4.2,8.4,20000,50000
ChIJDeDY9XIdai4RLfCiD9Go0V4,https://pergikuliner.com/restaurants/jakarta/kedaiwa-muara-karang,Kedaiwa Muara Karang,Kedaiwa Muara Karang  Jakarta,Kedaiwa.id - Pluit,4.7,"l. Pluit karang barat blok O 6 barat no.15B, RT.2/RW.8, Pluit, Kec. Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14450, Indonesia",-6.1197853,106.7752456,Jakarta,Indonesia,1,4.35,8.7,20000,50000
ChIJDehttVf71y0RZAhsO7YYhmQ,https://pergikuliner.com/restaurants/surabaya/kurshtop-tegalsari,Kurshtop Tegalsari,Kurshtop Tegalsari  Surabaya,Kurshtop Freshly Baked Chimney Cake,4.9,"Jl. Trunojoyo No.76, DR. Soetomo, Kec. Tegalsari, Surabaya, Jawa Timur 60264, Indonesia",-7.285022,112.734801,Surabaya,Toko Roti,1,4.8,9.6,20000,50000
ChIJdeVf9Wn1aS4RLP2Ku9rdhC8,https://pergikuliner.com/restaurants/jakarta/blau-eatery-dan-coffee-kelapa-gading,Blau Eatery & Coffee Kelapa Gading,Blau Eatery & Coffee Kelapa Gading  Jakarta,Blau Eatery & Coffee,4.7,"Jl. Pelepah Elok I No.QA2/7, RW.6, Klp. Gading Bar., Jakarta, Jkt Utara, Daerah Khusus Ibukota Jakarta 14240, Indonesia",-6.1533715,106.9087043,Jakarta,Kafe,3,4.32,8.64,100000,200000
ChIJDR-NYvPmaC4R_mCPFgDKAB8,https://pergikuliner.com/restaurants/bandung/coca-suki-restaurant-dago-atas,Coca Suki Restaurant Dago Atas,Coca Suki Restaurant Dago Atas  Bandung,Coca Suki Restaurant,4.5,"bukit Dago, Jl. Bukit Pakar Timur No.24, Ciburial, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40198, Indonesia",-6.8625734,107.6302633,Bandung,Thailand,3,4.05,8.1,100000,200000
ChIJDRyl2jvnaC4Rn_R173WqxoQ,https://pergikuliner.com/restaurants/bandung/myboo-kit-cafe-and-playground-dago-atas,Myboo.Kit Cafe and Playground Dago Atas,Myboo.Kit Cafe and Playground Dago Atas  Bandung,Skyline Best View Resto,4.5,"Dago, Jl. Bukit Pakar Timur No.108, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40198, Indonesia",-6.8583723,107.638605,Bandung,Kafe,2,4.31,8.62,50000,100000
ChIJDSKo1gPzaS4RHEO8fVcHEtY,https://pergikuliner.com/restaurants/jakarta/cwims-tebet,Cwims Tebet,Cwims Tebet  Jakarta,"Bakmi Cwims, Tebet",4.9,"Jl. Tebet Raya No.52B, RT.4/RW.4, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820, Indonesia",-6.2292082,106.8542678,Jakarta,Indonesia,1,4.33,8.66,20000,50000
ChIJDSvNwaqMcC4ROUonVZ_9rSo,https://www.tripadvisor.com/Restaurant_Review-g297712-d14120390-Reviews-Nasi_Ayam_Bu_Pini-Semarang_Central_Java_Java.html,Nasi Ayam Bu Pini,Nasi Ayam Bu Pini Semarang,Nasi Ayam Bu Pini,4.5,"Gg. Pinggir No.75, Kranggan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50139, Indonesia",-6.976928,110.4279285,Semarang,"Asian, Indonesian",1,4.0,8.0,20000,50000
ChIJdUE87A_xaS4RI3417iIYFiQ,https://pergikuliner.com/restaurants/jakarta/mikkro-espresso-kebayoran-baru,Mikkro Espresso Kebayoran Baru,Mikkro Espresso Kebayoran Baru  Jakarta,Mikkro Espresso,4.6,"4, Jl. Hang Tuah Raya No.2, RT.2/RW.6, Gunung, Kebayoran Baru, South Jakarta City, Jakarta 12120, Indonesia",-6.2294934,106.7973947,Jakarta,Kafe,3,4.1,8.2,100000,200000
ChIJDUuwDKKMcC4RRi7mtFnx-A4,https://www.tripadvisor.com/Restaurant_Review-g297712-d1110224-Reviews-Soto_Bangkong-Semarang_Central_Java_Java.html,Soto Bangkong,Soto Bangkong Semarang,Soto Bangkong,4.3,"Ruko Bangkong Plaza, Jl. Brigjen Katamso No.1, Peterongan, Kec. Semarang Sel., Kota Semarang, Jawa Tengah 50242, Indonesia",-6.99459,110.4324256,Semarang,"Asian, Indonesian",1,4.0,8.0,20000,50000
ChIJDVg-m6WMcC4RmgrH1hvWjhs,https://www.tripadvisor.com/Restaurant_Review-g297712-d11980088-Reviews-Java_Loenpia-Semarang_Central_Java_Java.html,Java Loenpia,Java Loenpia Semarang,Java Loenpia,4.6,"Jalan Dokter Cipto No.115A, Karangturi, Semarang Timur, Semarang City, Central Java 50124, Indonesia",-6.9855381,110.4345098,Semarang,"Asian, Indonesian",2,4.0,8.0,50000,100000
ChIJDVZdrTL91y0RaYkbZiJF-bs,https://pergikuliner.com/restaurants/surabaya/kale-and-kin-dukuh-pakis,Kale and Kin Dukuh Pakis,Kale and Kin Dukuh Pakis  Surabaya,Kale and Kin,5.0,"Plaza Graha Famili, blok b 32, 1st floor, Jl. Mayjend. Jonosewojo, Pradahkalikendal, Kec. Dukuhpakis, Surabaya, Jawa Timur 60227, Indonesia",-7.2930496,112.6767996,Surabaya,Salad,2,4.33,8.66,50000,100000
ChIJDVzMSaGMcC4RgQGtXbSzy90,https://www.tripadvisor.com/Restaurant_Review-g297712-d8755740-Reviews-Nasi_Goreng_Babat_Pak_Taman-Semarang_Central_Java_Java.html,Nasi Goreng Babat Pak Taman,Nasi Goreng Babat Pak Taman Semarang,Nasi Goreng Babat Pak Taman,4.1,"2C5H+QXQ, Jl. Stadion Selatan, Karangkidul, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50136, Indonesia",-6.9905549,110.4299602,Semarang,"Asian, Indonesian",1,4.0,8.0,20000,50000
ChIJDX-fK2D3aS4RkH00k4T8dj4,https://pergikuliner.com/restaurants/jakarta/pesisir-seafood-meruya,Pesisir Seafood Meruya,Pesisir Seafood Meruya  Jakarta,Pesisir Seafood,4.6,"Daerah Khusus Ibukota, Jl. Meruya Ilir Raya No.9, RT.4/RW.1, Srengseng, Kec. Kembangan, Kota, RT.4/RW.1, Srengseng, Kembangan, West Jakarta City, Jakarta 11630, Indonesia",-6.1974211,106.7570106,Jakarta,Indonesia,3,4.16,8.32,100000,200000
ChIJdx9iqbT71y0RNNNM3xd0oK0,https://pergikuliner.com/restaurants/surabaya/rumah-makan-kipas-gubeng,Rumah Makan Kipas Gubeng,Rumah Makan Kipas Gubeng Surabaya,Resto KIPAS,4.5,"Jl. Raya Manyar No.30, RT.004/RW.02, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",-7.2909488,112.7624667,Surabaya,Barat,1,4.3,8.6,20000,50000
ChIJdy8QbI6NcC4RvIhN9yuwTB8,https://www.tripadvisor.com/Restaurant_Review-g297712-d8769543-Reviews-Bakcang_Plampitan-Semarang_Central_Java_Java.html,Bakcang Plampitan,Bakcang Plampitan Semarang,Bakcang plampitan,5.0,"Jl. Seroja Dalam II No.6, Karangkidul, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50138, Indonesia",-6.9904992,110.4280009,Semarang,Chinese,2,4.0,8.0,50000,100000
ChIJDyGlxWuLcC4R31YUNIZ2vmQ,https://www.tripadvisor.com/Restaurant_Review-g297712-d14089964-Reviews-Excelso_Bowling_Rinjani-Semarang_Central_Java_Java.html,Excelso Bowling Rinjani,Excelso Bowling Rinjani Semarang,Excelso Coffee Rinjani,4.6,"Jl. Rinjani No.9, Bendungan, Kec. Gajahmungkur, Kota Semarang, Jawa Tengah 50231, Indonesia",-6.9997045,110.4073969,Semarang,Cafe,2,4.0,8.0,50000,100000
ChIJdYPY9l351y0RDKjnalAgJwE,https://pergikuliner.com/restaurants/surabaya/lime-restaurant-four-points-by-sheraton-hotel-tegalsari,Lime Restaurant - Four Points By Sheraton Hotel Tegalsari,Lime Restaurant - Four Points By Sheraton Hotel Tegalsari  Surabaya,Four Points by Sheraton Surabaya,4.7,"Jl. Embong Malang No.25-31, Kedungdoro, Kec. Tegalsari, Surabaya, Jawa Timur 60261, Indonesia",-7.2613851,112.7388266,Surabaya,Barat,4,4.63,9.26,200000,400000
ChIJdyRMtXTmaC4R1zTXQ8EhcDM,https://pergikuliner.com/restaurants/bandung/noah-s-barn-andir,Noah's Barn Andir,Noah's Barn Andir  Bandung,Noah's Barn Coffeenery,4.5,"Jl. Garuda No.39, Dungus Cariang, Kec. Andir, Kota Bandung, Jawa Barat 40184, Indonesia",-6.9147989,107.577533,Bandung,Kafe,2,4.08,8.16,50000,100000
ChIJDz2USzb81y0R0A5XxtuUyd8,https://pergikuliner.com/restaurants/surabaya/quickly-wiyung-3,Quickly Wiyung,Quickly Wiyung  Surabaya,Quickly,4.2,"Pakuwon Mall, Jl. Mayjend. Jonosewojo No.2, Babatan, Wiyung, Surabaya, East Java 60227, Indonesia",-7.289042,112.676219,Surabaya,Bubble Tea,1,4.8,9.6,20000,50000
ChIJE-czQZr71y0RxEAxluqaLlY,https://pergikuliner.com/restaurants/surabaya/soto-ayam-hartono-wonokromo,Soto Ayam Hartono Wonokromo,Soto Ayam Hartono Wonokromo  Surabaya,Soto Ayam Hartono,4.5,"No, Jl. Joyoboyo No.52, Sawunggaling, Kec. Wonokromo, Surabaya, Jawa Timur 60242, Indonesia",-7.2991134,112.7312877,Surabaya,Indonesia,1,4.2,8.4,20000,50000
ChIJe-qzubDnaC4Rz1nTneC8kk0,https://pergikuliner.com/restaurants/bandung/shuka-mie-riau,Shuka Mie Riau,Shuka Mie Riau  Bandung,Shuka Mie,4.7,"Jl. Nanas No.22, Cihapit, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40114, Indonesia",-6.9125989,107.6318689,Bandung,Indonesia,1,4.13,8.26,20000,50000
ChIJE0lOq4v71y0RRyZ1enhUZAM,https://pergikuliner.com/restaurants/surabaya/iki-japanese-resto-dukuh-pakis,Iki Japanese Resto Dukuh Pakis,Iki Japanese Resto Dukuh Pakis  Surabaya,Iki Restoran Jepang,4.5,"Pertokoan Darmo Park II, Jl. Mayjen Sungkono No.8, Dukuh Pakis, Kec. Dukuhpakis, Surabaya, Jawa Timur 60225, Indonesia",-7.2922275,112.7169527,Surabaya,Jepang,2,4.27,8.54,50000,100000
ChIJE0RPNITnaC4RrO7NKO2MOC4,https://pergikuliner.com/restaurants/bandung/roemah-kentang-1908-banda,Roemah Kentang 1908 Banda,Roemah Kentang 1908 Banda  Bandung,Roemah Kentang 1908,4.5,"Jl. Banda No.18, Citarum, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40115, Indonesia",-6.9087902,107.6174794,Bandung,Indonesia,3,4.04,8.08,100000,200000
ChIJe1Hpt9T71y0R6EmI5U5ynIY,https://pergikuliner.com/restaurants/surabaya/depot-karimun-jawa-gubeng,Depot Karimun Jawa Gubeng,Depot Karimun Jawa Gubeng  Surabaya,Depot Karimun Jawa,4.4,"Jl. Karimun Jawa No.25 - 27, Gubeng, Surabaya, East Java 60281, Indonesia",-7.2731637,112.7463358,Surabaya,Indoensia,1,4.27,8.54,20000,50000
ChIJE1JFXzL61y0RLFoPxl4n2aE,https://pergikuliner.com/restaurants/surabaya/boncafe-manyar,Boncafe Manyar,Boncafe Manyar  Surabaya,Boncafe Manyar,4.7,"Jl. Manyar Kertoarjo V No.1, RW.5, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",-7.2772915,112.765996,Surabaya,Barat,3,4.35,8.7,100000,200000
ChIJe35ROEz51y0RnqqRTtOsGbI,https://pergikuliner.com/restaurants/surabaya/warung-sego-maduro-suramadu-bubutan,Warung Sego Maduro Suramadu Bubutan,Warung Sego Maduro Suramadu Bubutan  Surabaya,"Warung Sego Meduro ""Suramadu""",4.5,"Jl. Kalibutuh No.6, Tembok Dukuh, Kec. Bubutan, Surabaya, Jawa Timur 60171, Indonesia",-7.2546686,112.7198559,Surabaya,Indonesia,1,4.3,8.6,20000,50000
ChIJe42aBb9Zei4RQDQiinGxKwU,https://www.tripadvisor.com/Restaurant_Review-g5074492-d9715909-Reviews-Anglo_Desa_Restaurant-Depok_Sleman_District_Yogyakarta_Region_Java.html,Anglo Desa Restaurant Depok,Anglo Desa Restaurant Depok Yogyakarta,Anglo Desa,5.0,"69HX+7H6, Jl. Cendrawasih, Pringwulung, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281, Indonesia",-7.7718364,110.3988519,Yogyakarta,"Asian, Indonesian",1,4.0,8.0,20000,50000
ChIJe48PGdFeei4RcxPwA_bb8ao,https://www.tripadvisor.com/Restaurant_Review-g3916131-d7240640-Reviews-Nasi_Uduk_Palagan-Ngaglik_Sleman_District_Yogyakarta_Region_Java.html,Nasi Uduk Palagan Ngaglik,Nasi Uduk Palagan Ngaglik Yogyakarta,The Kharma Villas Yogyakarta,4.6,"Jl. Padma No.23, Panggung Sari, Sariharjo, Kec. Ngaglik, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55581, Indonesia",-7.7398516,110.3690924,Yogyakarta,"Asian, Indonesian",1,4.0,8.0,20000,50000
ChIJE4SSwTjpaC4R9k5CSGj_Ckk,https://pergikuliner.com/restaurants/bandung/otw-sushi-gede-bage,OTW Sushi Gede Bage,OTW Sushi Gede Bage  Bandung,OTW SUSHI MARGAHAYU,4.9,"Manjahlega, Kec. Rancasari, Kota Bandung, Jawa Barat 40286, Indonesia",-6.9531722,107.6613429,Bandung,Jepang,1,4.4,8.8,20000,50000
ChIJe5hJxSP51y0R3cgr3GDfP5s,https://pergikuliner.com/restaurants/surabaya/kartika-mie-dan-ramen-pabean-cantian,Kartika Mie & Ramen Pabean Cantian,Kartika Mie & Ramen Pabean Cantian  Surabaya,Kartika Mie&Ramen,4.2,"Jl. Kalisosok No.15, Krembangan Utara, Kec. Pabean Cantikan, Surabaya, Jawa Timur 60163, Indonesia",-7.23277,112.7352999,Surabaya,Jepang,1,4.53,9.06,20000,50000
ChIJe5jQPj9Zei4RsM-SyF8EQHs,https://www.tripadvisor.com/Restaurant_Review-g2304080-d13218092-Reviews-Solaria-Sleman_Sleman_District_Yogyakarta_Region_Java.html,Solaria Sleman,Solaria Sleman Yogyakarta,Solaria - Sleman City Hall,3.8,"Solaria Sleman City Hall Lantai GF Jalan Magelang KM 9, Jl. Gito Gati No.18, Tridadi, Kec. Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55511, Indonesia",-7.7207702,110.3624665,Yogyakarta,Cafe,1,4.0,8.0,20000,50000
ChIJe5PrOtGGcC4RB2DA3h54Am8,https://www.tripadvisor.com/Restaurant_Review-g297712-d8776229-Reviews-Rumah_Makan_Pondok_Alam_Bang_Khohar-Semarang_Central_Java_Java.html,Rumah Makan Pondok Alam Bang Khohar,Rumah Makan Pondok Alam Bang Khohar Semarang,Pondok Alam Bang Khohar,4.5,"Jalan Jimbaran - Bandungan, Candi, Bandungan, Candi, Bandungan, Kabupaten Semarang, Jawa Tengah 50614, Indonesia",-7.2144606,110.3852867,Semarang,"Asian, Indonesian",2,4.0,8.0,50000,100000
ChIJe6PwUiTzaS4Rh0l6g37Gx1o,https://pergikuliner.com/restaurants/jakarta/la-pattisserie-four-seasons-hotel-gatot-subroto,La Pattisserie - Four Seasons Hotel Gatot Subroto,La Pattisserie - Four Seasons Hotel Gatot Subroto  Jakarta,La Patisserie,5.0,"Four Seasons, Jl. Jendral Gatot Subroto Kav 1, Jl. Gatot Subroto, RT.6/RW.1, West Kuningan, Mampang Prapatan, South Jakarta City, Jakarta 12710, Indonesia",-6.2323886,106.819955,Jakarta,Toko Kue,3,4.75,9.5,100000,200000
ChIJE78ymtT71y0RsWiOBwsfHaQ,https://pergikuliner.com/restaurants/surabaya/karmen-s-eve-coffee-dan-snack-gubeng,Karmen's Eve Coffee & Snack Gubeng,Karmen's Eve Coffee & Snack Gubeng  Surabaya,KARMENSEVE Coffee Shop,4.5,"Jl. Karang Menjangan V No.8, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",-7.2704953,112.7609238,Surabaya,Kafe,1,4.47,8.94,20000,50000
ChIJe8t2iLD0cC4RYJIVRr3IG5A,https://www.tripadvisor.com/Restaurant_Review-g297712-d10546870-Reviews-Kedai_Om_Ndut-Semarang_Central_Java_Java.html,Kedai Om Ndut,Kedai Om Ndut Semarang,Kedai Om Ndut,4.6,"Jl. Hasanudin Jl. Satria Raya No.224, Panggung Kidul, Kec. Semarang Utara, Kota Semarang, Jawa Tengah 50178, Indonesia",-6.9663872,110.4111804,Semarang,"Asian, Indonesian",2,4.0,8.0,50000,100000
ChIJE8yjt1771y0RAy1IBxhDC7Q,https://pergikuliner.com/restaurants/surabaya/royal-cokelat-jambangan,Royal Cokelat Jambangan,Royal Cokelat Jambangan  Surabaya,Royal Cokelat Cafe,4.6,"Jl. Royal Ketintang Regency, Ketintang, Kec. Jambangan, Surabaya, Jawa Timur 60232, Indonesia",-7.3156582,112.7211733,Surabaya,Kafe,2,4.5,9.0,50000,100000
ChIJe9cJRc_91y0RDmf5cbJ--GA,https://pergikuliner.com/restaurants/surabaya/yokoso-resto-sambikerep,Yokoso Resto Sambikerep,Yokoso Resto Sambikerep  Surabaya,MyoungDong Gyoza,4.5,"Shop House, G Walk, Jl. Niaga Gapura No.36, Lontar, Kec. Sambikerep, Surabaya, Jawa Timur 60216, Indonesia",-7.2859267,112.6565223,Surabaya,Jepang,2,4.6,9.2,50000,100000
ChIJe9Ps_Vr71y0Ryos-CrakWds,https://pergikuliner.com/restaurants/surabaya/kopi-opa-wonokromo,Kopi Opa Wonokromo,Kopi Opa Wonokromo  Surabaya,Kopi Opa,4.7,"Jl. Indragiri No.9, Darmo, Wonokromo, Surabaya City, East Java 60241, Indonesia",-7.2878573,112.7317545,Surabaya,Kafe,1,4.33,8.66,20000,50000
