place_id,link_restaurant,place_name,place_name_concatenated,name,rating,formatted_address,geometry_location_lat,geometry_location_lng,lokasi_kota,tipe_makanan,level_price,rating_five,rating_ten,cost_range_min,cost_range_max
ChIJ_____75Zei4RLQmfSTZnW3k,https://www.tripadvisor.com/Restaurant_Review-g2304080-d3802453-Reviews-Ledre_Cafe-Sleman_Sleman_District_Yogyakarta_Region_Java.html,Ledre Cafe Sleman,Ledre Cafe Sleman Yogyakarta,Lodse Kopi,4.7,"Jl. Cempaka No.34, Manggung, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281, Indonesia",-7.7640476,110.390544,Yogyakarta,"Asian, Indonesian",1,4.0,8.0,20000,50000
ChIJ___vOJLnaC4RjpHUQUe2VcY,https://pergikuliner.com/restaurants/bandung/mama-mimi-ahmad-yani,Mama Mimi Ahmad Yani,Mama Mimi Ahmad Yani  Bandung,Mamamimi,4.2,"Jl. A. Yani No.909, Cibeunying, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40192, Indonesia",-6.9019239,107.6550589,Bandung,Kafe,1,3.87,7.74,20000,50000
ChIJ_3F8z3z71y0Rfve5q1MHEvo,https://pergikuliner.com/restaurants/surabaya/de-mier-wonokromo,De Mier Wonokromo,De Mier Wonokromo  Surabaya,De Mier - Eat & Stay,4.7,"Jl. Jambi No.35, Darmo, Kec. Wonokromo, Surabaya, Jawa Timur 60241, Indonesia",-7.291427,112.732828,Surabaya,Kafe,2,4.32,8.64,50000,100000
ChIJ_4ry3yLzaS4Rbr9fqzpOW6Q,https://pergikuliner.com/restaurants/jakarta/etera-tebet,Etera Tebet,Etera Tebet  Jakarta,etera,4.5,"Jl. Tebet Raya No.73, Tebet Tim., Kec. Tebet, Jakarta, Daerah Khusus Ibukota Jakarta 12820, Indonesia",-6.2275931,106.8566146,Jakarta,Kafe,2,4.2,8.4,50000,100000
ChIJ_6NY_UNYei4RVApGpgvWjKE,https://www.tripadvisor.com/Restaurant_Review-g2304080-d12078685-Reviews-Ikan_Bakar_Katombo-Sleman_Sleman_District_Yogyakarta_Region_Java.html,Ikan Bakar Katombo Sleman,Ikan Bakar Katombo Sleman Yogyakarta,Katombo Ikan Bakar Khas Sulawesi,4.6,"Jl. Rogoyudan 1 No.8, Rogoyudan, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284, Indonesia",-7.7707012,110.3599725,Yogyakarta,"Asian, Indonesian",2,4.0,8.0,50000,100000
ChIJ_87--y31aS4RsnMkRyxJzuU,https://pergikuliner.com/restaurants/jakarta/juni-bar-dan-lounge-cikini,Juni Bar & Lounge Cikini,Juni Bar & Lounge Cikini  Jakarta,JUNI Bar & Lounge,4.7,"Jl. Cikini Raya No.16, Cikini, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330, Indonesia",-6.1892336,106.8370071,Jakarta,Barat,3,4.09,8.18,100000,200000
ChIJ_99Dk3n51y0RSQ1kM3VdI-A,https://pergikuliner.com/restaurants/surabaya/martabak-terang-bulan-istimewa-abdul-kadir-tambaksari,Martabak Terang Bulan Istimewa Abdul Kadir Tambaksari,Martabak Terang Bulan Istimewa Abdul Kadir Tambaksari  Surabaya,Abdul Khadir Martabak Dan Terang Bulan Istimewa,4.8,"PQV5+25X, Jl. Kalasan, Pacar Keling, Kec. Tambaksari, Surabaya, Jawa Timur 60131, Indonesia",-7.2574192,112.7580381,Surabaya,Indonesia,1,4.13,8.26,20000,50000
ChIJ_bllxzvhaC4RVaPWL_XntdI,https://pergikuliner.com/restaurants/bandung/d-secret-lesehan-emak-lembang,D'secret Lesehan Emak Lembang,D'secret Lesehan Emak Lembang  Bandung,D'secret Lesehan Emak (cendol Durian Runtuh),3.9,"Jl. Raya Lembang No.75, Gudangkahuripan, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia",-6.8323025,107.6051789,Bandung,Indonesia,1,4.07,8.14,20000,50000
ChIJ_c43CITzaS4RRCdv_PeD1mo,https://pergikuliner.com/restaurants/jakarta/the-people-s-cafe-kuningan,The People's Cafe Kuningan,The People's Cafe Kuningan  Jakarta,The People’s Cafe - Kuningan City,3.1,"Jl. Prof. DR. Satrio No.18, RT.14/RW.4, Kuningan, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940, Indonesia",-6.2247749,106.8292051,Jakarta,Kafe,3,4.2,8.4,100000,200000
ChIJ_chP41351y0RwBPG51Opm4M,https://pergikuliner.com/restaurants/surabaya/cafe-bromo-sheraton-surabaya-hotel-dan-towers-tegalsari,Cafe Bromo - Sheraton Surabaya Hotel & Towers Tegalsari,Cafe Bromo - Sheraton Surabaya Hotel & Towers Tegalsari Surabaya,Kafe Bromo,4.5,"Hotel & Towers, Sheraton Surabaya, Jl. Embong Malang No.25-31, Kedungdoro, Kec. Tegalsari, Surabaya, Jawa Timur 60261, Indonesia",-7.2632019,112.7382208,Surabaya,Barat,3,4.85,9.7,100000,200000
ChIJ_eFcy4f1aS4RxLSWT5PhCAs,https://pergikuliner.com/restaurants/jakarta/wabi-sabi-setiabudi,Wabi Sabi Setiabudi,Wabi Sabi Setiabudi  Jakarta,Wabi-Sabi Restaurant,4.8,"MD Place, Jl. Setia Budi Selatan No.7, RT.5/RW.1, Kuningan, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12910, Indonesia",-6.2081393,106.8284759,Jakarta,Jepang,4,4.23,8.46,200000,400000
ChIJ_eGYztn71y0Rlil8U-fiI30,https://pergikuliner.com/restaurants/surabaya/domicile-gubeng,Domicile Gubeng,Domicile Gubeng  Surabaya,Domicile Kitchen And Lounge,4.6,"Jl. Sumatera No.35, Gubeng, Kec. Gubeng, Surabaya, Jawa Timur 60281, Indonesia",-7.2692567,112.7501217,Surabaya," Barat, Italia",3,4.15,8.3,100000,200000
ChIJ_RHsVS9aei4R8gfkelr--Ik,https://www.tripadvisor.com/Restaurant_Review-g2304080-d7789671-Reviews-Soto_Kudus_Gajah_Mada-Sleman_Sleman_District_Yogyakarta_Region_Java.html,Soto Kudus Gajah Mada Sleman,Soto Kudus Gajah Mada Sleman Yogyakarta,SOTO KUDUS GAJAH MADA,4.3,"Jl. Raya Tajem, Denokan, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55282, Indonesia",-7.7618099,110.4324652,Yogyakarta,"Asian, Indonesian",1,4.0,8.0,20000,50000
ChIJ_SnCrvH0aS4RSggMYOkMrcU,https://pergikuliner.com/restaurants/jakarta/marugame-udon-cempaka-putih,Marugame Udon Cempaka Putih,Marugame Udon Cempaka Putih  Jakarta,Marugame Udon,4.6,"Green Pramuka Square, Jl. Rw. Jaya No.49, RT.13/RW.6, Rawasari, Kec. Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10570, Indonesia",-6.189464,106.8743626,Jakarta,Jepang,2,4.14,8.28,50000,100000
ChIJ_Tr4Fij91y0RRfpskT-glJA,https://pergikuliner.com/restaurants/surabaya/fat-bobba-dukuh-pakis,Fat Bobba Dukuh Pakis,Fat Bobba Dukuh Pakis  Surabaya,Fat Bobba,4.4,"PP64+3H7, Dukuh Pakis, Kec. Dukuhpakis, Surabaya, Jawa Timur 60225, Indonesia",-7.2898271,112.7064269,Surabaya,Bubble Tea,1,4.2,8.4,20000,50000
ChIJ_V-Cq_nnaC4RcQ_-JK3Bq7o,https://pergikuliner.com/restaurants/bandung/gelora-fantasi-ahmad-yani,Gelora Fantasi Ahmad Yani,Gelora Fantasi Ahmad Yani  Bandung,Gelora Fantasi,4.9,"The Hallway Kosambi, Jl. A. Yani No.137-139, Ps. Kosambi, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40112, Indonesia",-6.9193086,107.6221012,Bandung,Minuman,1,3.9,7.8,20000,50000
ChIJ_WLKIl7xaS4RidC3oN216HE,https://pergikuliner.com/restaurants/jakarta/house-of-yuen-fairmont-jakarta-senayan,House Of Yuen - Fairmont Jakarta Senayan,House Of Yuen - Fairmont Jakarta Senayan  Jakarta,House Of Yuen,4.5,"Jl. Asia Afrika No.8, RT.1/RW.3, Gelora, Jakarta, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270, Indonesia",-6.221751,106.798688,Jakarta,China,4,4.47,8.94,200000,400000
ChIJ_wSpUshbei4RgqmNgplJlBE,https://www.tripadvisor.com/Restaurant_Review-g14782503-d20990711-Reviews-Pawon_Mbah_Noto_Plaosan-Yogyakarta_Yogyakarta_Region_Java.html,Pawon Mbah Noto Plaosan,Pawon Mbah Noto Plaosan  Yogyakarta,Pawon Mbah Noto Plaosan,4.2,"Jl. Candi Plaosan Lor, Plaosan Lor, Bugisan, Kec. Prambanan, Kabupaten Klaten, Jawa Tengah 57454, Indonesia",-7.742144,110.5048284,Yogyakarta,"Asian, Indonesian",2,4.0,8.0,50000,100000
ChIJ_wVyvQb61y0RKLL0o2KEZSE,https://pergikuliner.com/restaurants/surabaya/rome-21-mulyorejo,Rome 21 Mulyorejo,Rome 21 Mulyorejo  Surabaya,Rome 21,4.47,"Jl. Kalisari Permai I No.19, Kalisari, Kec. Mulyorejo, Surabaya, Jawa Timur 60112, Indonesia",-7.2698488,112.8054825,Surabaya,Toko Roti dan Kue,1,4.47,8.94,20000,50000
ChIJ_XTuTrAdai4R8UNGi5oy-aM,https://pergikuliner.com/restaurants/jakarta/mad-milk-pantai-indah-kapuk,Mad Milk Pantai Indah Kapuk,Mad Milk Pantai Indah Kapuk  Jakarta,Mad MILK Japanese Bakery,4.9,"Ruko Golf Island, Jl. Pulau Maju Bersama Jl. Pantai Indah Kapuk No.10, DKI Jakarta 14470, Indonesia",-6.093618,106.7493942,Jakarta,Toko Roti dan Kue,1,4.27,8.54,20000,50000
ChIJ_YyeJK371y0RPqueWJfovms,https://pergikuliner.com/restaurants/surabaya/asan-kwetiaw-medan-gubeng,Asan Kwetiaw Medan Gubeng,Asan Kwetiaw Medan Gubeng  Surabaya,Asan Kwetiau Medan,4.3,"Jl. Raya Manyar No.86, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",-7.2980945,112.7617795,Surabaya,China,1,4.4,8.8,20000,50000
ChIJ_zHPwqRZei4RihcRtLxZLRk,https://www.tripadvisor.com/Restaurant_Review-g2304080-d810966-Reviews-Gadjah_Wong_Garden_Restaurant-Sleman_Sleman_District_Yogyakarta_Region_Java.html,Gadjah Wong Garden Restaurant Sleman,Gadjah Wong Garden Restaurant Sleman Yogyakarta,Gadjah Wong Restaurant,4.4,"Jl. Affandi No.79D, Soropadan, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281, Indonesia",-7.7624239,110.3940886,Yogyakarta,"Italian, Indonesian",3,4.0,8.0,100000,200000
ChIJ_ZibYc30cC4RIbDDwI2Y3hg,https://www.tripadvisor.com/Restaurant_Review-g297712-d3864124-Reviews-Soto_Kudus_Mbak_Lin-Semarang_Central_Java_Java.html,Soto Kudus Mbak Lin,Soto Kudus Mbak Lin Semarang,Soto Khas Kudus Mbak Lin,4.5,"29FR+V7V, Jl. Anjasmoro Raya, Karangayu, Kec. Semarang Barat, Kota Semarang, Jawa Tengah 50149, Indonesia",-6.9752645,110.3906592,Semarang,"Asian, Indonesian",1,4.0,8.0,20000,50000
ChIJ_ZIKXJ9Xei4RVLjdGYGXY70,https://www.tripadvisor.com/Restaurant_Review-g14782503-d25196440-Reviews-Kedai_Minion-Yogyakarta_Yogyakarta_Region_Java.html,Kedai Minion,Kedai Minion  Yogyakarta,Warung Minion,5.0,"5CHF+JX9, Sekarsuli, Sendangtirto, Kec. Berbah, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55573, Indonesia",-7.8209337,110.4249801,Yogyakarta,Street Food,2,4.0,8.0,50000,100000
ChIJ_ZwFAS7naC4R_pOSLY4GcVY,https://pergikuliner.com/restaurants/bandung/habitaas-dipatiukur,Habitaas Dipatiukur,Habitaas Dipatiukur  Bandung,Habitaas,4.7,"Jl. Raden Patah No.3, Lebakgede, Kecamatan Coblong, Kota Bandung, Jawa Barat 40132, Indonesia",-6.8909842,107.6144136,Bandung,Kafe,1,4.27,8.54,20000,50000
ChIJ-1m9HPD71y0R7_0YYGnbeG8,https://pergikuliner.com/restaurants/surabaya/okui-ngagel,OKUI Ngagel,OKUI Ngagel  Surabaya,OKUI KOPI 3.0,4.5,"Jl. Bawean No.37, RT.2/RW.04, Ngagel, Kec. Wonokromo, Surabaya, Jawa Timur 60246, Indonesia",-7.2776005,112.7480812,Surabaya,Kafe,1,4.28,8.56,20000,50000
ChIJ-1OO3xhZei4RpiUw_jIlPBQ,https://www.tripadvisor.com/Restaurant_Review-g14782503-d15681501-Reviews-Tugu_Lor-Yogyakarta_Yogyakarta_Region_Java.html,Tugu Lor,Tugu Lor  Yogyakarta,TUGU LOR,4.5,"Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia",-7.7740873,110.3682883,Yogyakarta,"Asian, Indonesian",1,4.0,8.0,20000,50000
ChIJ-2GDTViLcC4RBUUUD0wSPCc,https://www.tripadvisor.com/Restaurant_Review-g297712-d6488056-Reviews-Dapur_Mama-Semarang_Central_Java_Java.html,Dapur Mama,Dapur Mama Semarang,Dapur Mama Cafe & Resto,4.4,"Jl. Singosari II No.7, Jawa Tengah, Kec. Semarang Sel., Kota Semarang, Jawa Tengah 50242, Indonesia",-6.9986582,110.4265754,Semarang,"Asian, Indonesian",2,4.0,8.0,50000,100000
ChIJ-2QFmyZYei4RM4g0Oa0gi08,https://www.tripadvisor.com/Restaurant_Review-g14782503-d1863436-Reviews-Bladok-Yogyakarta_Yogyakarta_Region_Java.html,Bladok,Bladok  Yogyakarta,Bladok Losmen & Restaurant,4.3,"Jl. Sosrowijayan No.76, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271, Indonesia",-7.7914872,110.3627786,Yogyakarta,"European, Asian",3,4.0,8.0,100000,200000
ChIJ-3SFOLhZei4RanwHHJL6LFA,https://www.tripadvisor.com/Restaurant_Review-g5074492-d14166749-Reviews-Pothz_Burger-Depok_Sleman_District_Yogyakarta_Region_Java.html,Pothz Burger Depok,Pothz Burger Depok Yogyakarta,Pothz,4.7,"Jl. STM Pembangunan No.14, Santren, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281, Indonesia",-7.772861,110.3917705,Yogyakarta,"International, Asian",1,4.0,8.0,20000,50000
ChIJ-4Qw_XHxaS4RIzfRH1WqCKU,https://pergikuliner.com/restaurants/jakarta/summer-minibar-gandaria,Summer Minibar Gandaria,Summer Minibar Gandaria  Jakarta,Summer Minibar Gandaria City,4.8,"Jl. KH. Moh. Syafi'i Hadzami No.5, RT.5/RW.5, Kby. Lama Utara, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12240, Indonesia",-6.2458841,106.7849928,Jakarta,Minuman,1,4.45,8.9,20000,50000
ChIJ-4WU7e2McC4Rw2Ud29UfTYw,https://www.tripadvisor.com/Restaurant_Review-g297712-d10202276-Reviews-Pempek_Kantin_Linda-Semarang_Central_Java_Java.html,Pempek Kantin Linda,Pempek Kantin Linda Semarang,Pempek Kantin Linda,4.6,"Jalan Supriyadi No.12i Ruko Artha Mas, Kelurahan Kalicari, Kecamatan Pedurungan, Kalicari, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50198, Indonesia",-7.0036431,110.4547532,Semarang,"Asian, Indonesian",2,4.0,8.0,50000,100000
ChIJ-61czTv71y0Rixa-ePktU80,https://pergikuliner.com/restaurants/surabaya/spice-restaurant-oakwood-hotel-dan-residence-surabaya-kertajaya,Spice Restaurant - Oakwood Hotel & Residence Surabaya Kertajaya,Spice Restaurant - Oakwood Hotel & Residence Surabaya Kertajaya  Surabaya,Spice Restaurant by Oakwood,4.6,"Oakwood Hotel & Residence Surabaya, Jl. Raya Kertajaya Indah No.79, Manyar Sabrangan, Mulyorejo, Surabaya, East Java 60116, Indonesia",-7.2800527,112.7814105,Surabaya," Barat,Italia,Indonesia",3,4.49,8.98,100000,200000
ChIJ-7wOA5RXei4RVbTW5Omyap0,https://www.tripadvisor.com/Restaurant_Review-g2304084-d13282716-Reviews-Kebo_Kopi-Bantul_Yogyakarta_Region_Java.html,Kebo Kopi Bantul,Kebo Kopi Bantul Yogyakarta,Lalapan cak kebo,4.0,"48JX+XWG, Jl. Cepit-Tembi, Gatak, Timbulharjo, Kec. Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55185, Indonesia",-7.867564,110.349819,Yogyakarta,Indonesia,2,4.0,8.0,50000,100000
ChIJ-9qI5E2LcC4RbWFMAoNhSQI,https://www.tripadvisor.com/Restaurant_Review-g297712-d11549763-Reviews-Crystal_Palace_Chinese_Restaurant-Semarang_Central_Java_Java.html,Crystal Palace Chinese Restaurant,Crystal Palace Chinese Restaurant Semarang,Crystal Palace,4.5,"Paragon Mall, Jl. Pemuda No.118, Sekayu, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50132, Indonesia",-6.9789909,110.4158217,Semarang,Asian,2,4.0,8.0,50000,100000
ChIJ-d205ADnaC4R5JyFtqxOYIs,https://pergikuliner.com/restaurants/bandung/gijon-steakhouse-trunojoyo,Gijon Steakhouse Trunojoyo,Gijon Steakhouse Trunojoyo  Bandung,Gijon Steakhouse,4.6,"Jl. Trunojoyo No.48, Citarum, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40115, Indonesia",-6.9024106,107.6150311,Bandung,Barat,4,4.3,8.6,200000,400000
ChIJ-dDaBr9Zei4RI33DTfxpPRU,https://www.tripadvisor.com/Restaurant_Review-g5074492-d15320237-Reviews-Valley_Bamboo-Depok_Sleman_District_Yogyakarta_Region_Java.html,Valley Bamboo Depok,Valley Bamboo Depok Yogyakarta,Valley Bamboo꧋ꦮ꦳ꦭ꧀ꦭꦺꦪ꧀ꦧꦩ꧀ꦧꦺꦴꦎ,3.9,"69HX+9M3, Komplek Wisata Kuliner Pringwulung, Jl. Manggis Jl. Nologaten, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281, Indonesia",-7.77161,110.3991665,Yogyakarta,Indonesia,2,4.0,8.0,50000,100000
ChIJ-eCxmCb51y0RiYPfCNhKZ5Y,https://pergikuliner.com/restaurants/surabaya/frut-o-gelato-tegalsari,Frut-O Gelato Tegalsari,Frut-O Gelato Tegalsari  Surabaya,Frut-O gelato,3.4,"Tunjungan Plaza 1, Jl. Basuki Rahmat No.8-12, Kedungdoro, Kec. Tegalsari, Surabaya, Jawa Timur 60261, Indonesia",-7.261878,112.7392356,Surabaya,Es Krim,1,4.16,8.32,20000,50000
ChIJ-f__v7P0cC4Rv0-wMeqNx0M,https://www.tripadvisor.com/Restaurant_Review-g297712-d12279651-Reviews-Linds_Ice_Cream_Cafe_Resto-Semarang_Central_Java_Java.html,Linds Ice Cream Cafe & Resto,Linds Ice Cream Cafe & Resto Semarang,Linds Ice Cream Cafe & Resto,4.5,"Pondok Indraprasta, Jl. Brotojoyo No.2D/11, Plombokan, Kec. Semarang Utara, Kota Semarang, Jawa Tengah 50171, Indonesia",-6.9723002,110.4082177,Semarang,"Asian, Indonesian",1,4.0,8.0,20000,50000
ChIJ-QQOJyLmaC4R8lGXvLdi16o,https://pergikuliner.com/restaurants/bandung/lomie-61-astana-anyar,Lomie 61 Astana Anyar,Lomie 61 Astana Anyar  Bandung,Lomie 61,4.6,"Jl. Kalipah Apo No.73, Karanganyar, Kec. Astanaanyar, Kota Bandung, Jawa Barat 40241, Indonesia",-6.9234603,107.5997652,Bandung,China,1,3.9,7.8,20000,50000
ChIJ-QRndXTnaC4R3uFerYSHKDA,https://pergikuliner.com/restaurants/bandung/atap-langit-by-dapoer-oma-surapati,Atap Langit by Dapoer Oma Surapati,Atap Langit by Dapoer Oma Surapati  Bandung,Atap Langit x Dapoer Oma Bdg,4.5,"Jl. Bojong Koneng Atas No.64, Cibeunying, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40191, Indonesia",-6.8805553,107.6492507,Bandung,Kafe,1,4.3,8.6,20000,50000
ChIJ-S3r-liLcC4RrvlU8a31P-M,https://www.tripadvisor.com/Restaurant_Review-g297712-d6489276-Reviews-Basilia_Cafe_Dine-Semarang_Central_Java_Java.html,Basilia Cafe & Dine,Basilia Cafe & Dine Semarang,Basilia Cafe & Dine,4.5,"Jl. Menteri Supeno No.13 A, Mugassari, Kec. Semarang Sel., Kota Semarang, Jawa Tengah 50134, Indonesia",-6.99327,110.4171015,Semarang,"Cafe, Pizza",2,4.0,8.0,50000,100000
ChIJ-STPQsH1aS4RsBK63xyfGGM,https://pergikuliner.com/restaurants/jakarta/kopi-kanto-kelapa-gading,Kopi Kanto Kelapa Gading,Kopi Kanto Kelapa Gading  Jakarta,Kopi Kanto Kelapa Gading,4.7,"Jl. Biru Laut Barat, Klp. Gading Tim., Kec. Klp. Gading, Jkt Utara, Daerah Khusus Ibukota Jakarta 14240, Indonesia",-6.1657662,106.9058993,Jakarta,Kafe,1,4.2,8.4,20000,50000
ChIJ-StR6an0cC4RA5W6_8soUwU,https://www.tripadvisor.com/Restaurant_Review-g297712-d7144167-Reviews-Nasi_Goreng_Babat_P_Karmin-Semarang_Central_Java_Java.html,Nasi Goreng Babat P Karmin,Nasi Goreng Babat P Karmin Semarang,Nasi Goreng Babat Pak Karmin Mberok Legendaris,4.0,"Jl. Pemuda No.2, Dadapsari, Kec. Semarang Utara, Kota Semarang, Jawa Tengah 50188, Indonesia",-6.9691634,110.4249987,Semarang,"Asian, Indonesian",1,4.0,8.0,20000,50000
ChIJ-W_D3S5Yei4RAxMcB9pVFo4,https://www.tripadvisor.com/Restaurant_Review-g14782503-d15098729-Reviews-Roti_bakar_Kretek_kewek-Yogyakarta_Yogyakarta_Region_Java.html,roti bakar Kretek kewek,roti bakar Kretek kewek  Yogyakarta,1872 Roti Bakar Kretek Kewek,4.2,"Jl. Abu Bakar Ali No.2, Gowongan, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224, Indonesia",-7.7895849,110.3699481,Yogyakarta,"Asian, Indonesian",2,4.0,8.0,50000,100000
ChIJ-w6AQhfmaC4ROfKBtZCL9wg,https://pergikuliner.com/restaurants/bandung/sukha-delights-pasir-kaliki,Sukha Delights Pasir Kaliki,Sukha Delights Pasir Kaliki  Bandung,Sukha Delights,4.4,"Paskal Hyper Square, Jl. Pasir Kaliki No.11, Kb. Jeruk, Kec. Andir, Kota Bandung, Jawa Barat 40171, Indonesia",-6.9144718,107.5946199,Bandung,Kafe,2,3.9,7.8,50000,100000
ChIJ-x8lMSRXei4RKF6AMDLCxyU,https://www.tripadvisor.com/Restaurant_Review-g2304084-d9770776-Reviews-Ayam_Geprek_Gobyos-Bantul_Yogyakarta_Region_Java.html,Ayam Geprek Gobyos Bantul,Ayam Geprek Gobyos Bantul Yogyakarta,Ayam Geprek Gobyos,4.2,"5CC5+FWH, Jl. Pleret, Wiyoro, Ngipik, Kec. Banguntapan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55197, Indonesia",-7.8288274,110.4098564,Yogyakarta,Indonesia,1,4.0,8.0,20000,50000
ChIJ-XxPdZNZei4RX__zTFE6LG0,https://www.tripadvisor.com/Restaurant_Review-g5074492-d18917213-Reviews-Kepiting_Bang_Ja_i-Depok_Sleman_District_Yogyakarta_Region_Java.html,Kepiting Bang Ja'i Depok,Kepiting Bang Ja'i Depok Yogyakarta,Kepiting Bang Ja'i Seturan,4.4,"Jl. Seturan Raya No.168, Kledokan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281, Indonesia",-7.7705801,110.4097809,Yogyakarta,Indonesia,2,4.0,8.0,50000,100000
ChIJ0_QCexBZei4R-uHA7j_hA5A,https://www.tripadvisor.com/Restaurant_Review-g3916131-d7682062-Reviews-Tengkleng_Gajah-Ngaglik_Sleman_District_Yogyakarta_Region_Java.html,Tengkleng Gajah Ngaglik,Tengkleng Gajah Ngaglik Yogyakarta,Tengkleng Gajah Jogja,4.4,"Jl. Kaliurang No.Km.9, RW.3, Gantalan, Minomartani, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55582, Indonesia",-7.7299991,110.4052084,Yogyakarta,"Asian, Indonesian",3,4.0,8.0,100000,200000
ChIJ0-0sKsVYei4R3ZV5Av6Q0KA,https://www.tripadvisor.com/Restaurant_Review-g2304080-d9827700-Reviews-Warung_Makan_Kebon_Ndhelik-Sleman_Sleman_District_Yogyakarta_Region_Java.html,Warung Makan Kebon Ndhelik Sleman,Warung Makan Kebon Ndhelik Sleman Yogyakarta,Warung Makan Kebon Ndhelik Pusat,4.5,"Sleman, Jongke Lor, Gilingan, Sendangadi, Mlati, Sleman Regency, Special Region of Yogyakarta 55285, Indonesia",-7.7268923,110.3667186,Yogyakarta,"Asian, Indonesian",2,4.0,8.0,50000,100000
ChIJ0-G0ELj91y0RH_C1TriQbGU,https://pergikuliner.com/restaurants/surabaya/dream-of-kahyangan-art-resto-lakarsantri,Dream of Kahyangan Art Resto Lakarsantri,Dream of Kahyangan Art Resto Lakarsantri  Surabaya,Kahyangan Resto,4.7,"Jl. Puri Widya Kencana, RW.05, Lidah Kulon, Kec. Lakarsantri, Surabaya, Jawa Timur 60213, Indonesia",-7.2926497,112.6545787,Surabaya,Indonesia,2,4.16,8.32,50000,100000
ChIJ025CcAjnaC4RiMsrkJuvheY,https://pergikuliner.com/restaurants/bandung/milk-n-crumbs-pasir-kaliki,Milk N Crumbs Pasir Kaliki,Milk N Crumbs Pasir Kaliki  Bandung,Milk N Crumbs,4.7,"Ruko, Paskal Hyper Square, Blk. F No.40, Ciroyom, Andir, Bandung City, West Java 40181, Indonesia",-6.9146292,107.5938505,Bandung,Es Krim,1,4.04,8.08,20000,50000
ChIJ02plWrD0cC4R7sLf8kfE-RI,https://www.tripadvisor.com/Restaurant_Review-g297712-d7981179-Reviews-Seoul_Chicken-Semarang_Central_Java_Java.html,Seoul Chicken,Seoul Chicken Semarang,Seoul Chicken Semarang,4.5,"Jl. Hasanudin No.31, Plombokan, Kec. Semarang Utara, Kota Semarang, Jawa Tengah 50171, Indonesia",-6.972232,110.4125771,Semarang,"Asian, Korean",2,4.0,8.0,50000,100000
ChIJ02VxNHboaC4RlE6QuCgoTy0,https://pergikuliner.com/restaurants/bandung/mie-baso-lotus-gatot-subroto,Mie Baso Lotus Gatot Subroto,Mie Baso Lotus Gatot Subroto  Bandung,Mie Baso Lotus,4.5,"3JCP+PJP, Jl. Gatot Subroto, Lkr. Sel., Kec. Lengkong, Kota Bandung, Jawa Barat 40274, Indonesia",-6.9280826,107.6366015,Bandung,Indonesia,1,3.95,7.9,20000,50000
ChIJ04_to0nmaC4RA-t2baO2Fgo,https://pergikuliner.com/restaurants/bandung/moza-wastukancana,Moza Wastukancana,Moza Wastukancana  Bandung,Moza Cafe,4.4,"Jl. Wastukencana No.55-57, Babakan Ciamis, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40117, Indonesia",-6.9080502,107.6074631,Bandung,Kafe,1,4.17,8.34,20000,50000
